id,total_reviews,average_rating,average_quality_rating,average_value_rating,aggregate_one_star_review,aggregate_two_star_review,aggregate_three_star_review,aggregate_four_star_review,aggregate_five_star_review,most_helpful_favorable,most_helpful_critical
4796,175,4,3,1,3,1,4,5,3,22,35
4795,135,3,3,3,4,4,4,5,2,31,8
4794,108,5,2,5,5,5,5,5,4,32,14
4793,50,2,5,4,5,3,5,1,1,36,46
4792,172,1,2,3,3,4,4,2,4,48,26
4791,68,3,3,5,2,3,5,4,4,5,29
4790,5,1,1,3,3,4,1,4,3,34,41
4789,98,3,5,5,5,3,3,3,2,19,49
4788,46,5,2,3,5,4,2,5,2,10,18
4787,137,3,5,5,2,3,2,2,1,24,42
4786,64,1,1,4,3,2,5,4,3,45,2
4785,162,5,1,4,4,1,2,2,2,41,45
4784,102,3,2,3,3,3,4,2,4,14,32
4783,85,4,2,1,4,1,4,4,2,5,26
4782,162,2,2,4,4,2,1,2,4,23,40
4781,147,5,1,2,1,1,2,3,4,38,50
4780,96,3,3,1,3,1,4,4,2,10,41
4779,58,4,5,4,2,5,5,3,1,44,11
4778,104,3,1,5,4,3,5,5,1,26,39
4777,167,2,2,2,3,1,4,1,2,37,3
4776,46,1,1,5,4,3,4,5,1,42,4
4775,138,4,5,4,5,4,4,3,1,40,7
4774,58,1,3,2,5,4,3,5,1,39,21
4773,49,3,3,1,1,3,1,3,2,17,33
4772,94,4,2,3,2,5,2,3,3,20,3
4771,171,3,4,3,2,5,5,1,1,3,19
4770,129,2,2,5,3,4,5,4,1,2,21
4769,166,2,4,2,3,3,1,5,1,24,41
4768,81,5,5,5,4,2,2,5,2,37,26
4767,52,1,5,4,3,1,1,5,3,34,42
4766,8,4,4,3,4,5,3,1,4,38,25
4765,105,2,5,2,5,3,1,2,4,26,47
4764,165,5,3,2,3,5,4,5,1,23,30
4763,86,4,5,1,4,3,4,4,1,45,31
4762,200,5,1,2,1,1,5,4,1,7,48
4761,28,2,5,2,3,3,5,1,5,23,50
4760,81,1,5,4,5,1,5,5,3,18,21
4759,8,4,5,2,1,1,2,3,5,36,32
4758,49,1,3,5,5,2,4,5,1,45,23
4757,120,3,5,2,5,5,5,5,3,41,45
4756,97,4,1,3,5,1,4,2,1,25,23
4755,15,2,1,3,4,5,2,4,5,18,41
4754,15,2,4,2,1,5,1,2,3,46,8
4753,133,5,3,2,2,4,3,5,3,4,12
4752,34,3,2,1,2,1,4,5,5,47,16
4751,125,1,3,2,5,1,1,2,5,3,40
4750,132,5,2,5,3,4,4,5,1,45,1
4749,134,2,4,4,5,4,1,2,3,13,44
4748,10,5,4,3,4,1,1,4,3,5,5
4747,59,1,5,2,5,4,1,4,3,42,3
4746,64,1,5,2,3,5,1,1,4,4,12
4745,28,4,4,4,4,2,3,5,1,47,37
4744,14,1,2,2,1,3,2,3,5,25,47
4743,27,4,2,3,1,4,1,5,2,8,38
4742,112,1,2,3,2,4,1,1,3,13,25
4741,99,2,4,5,4,5,4,3,1,45,44
4740,122,5,3,2,1,3,5,3,4,29,41
4739,61,4,2,1,3,3,1,5,5,21,16
4738,179,5,2,1,4,5,4,2,1,18,23
4737,5,2,4,5,4,5,4,5,3,29,9
4736,193,5,5,4,4,2,3,5,2,7,28
4735,153,1,1,5,4,2,4,4,3,33,28
4734,146,3,3,1,3,1,4,4,4,3,17
4733,116,2,2,5,1,2,5,5,3,34,5
4732,44,1,4,5,3,3,1,2,3,2,34
4731,75,1,2,5,3,1,2,1,5,46,8
4730,172,2,5,2,5,2,3,5,3,15,39
4729,37,1,4,5,2,1,1,3,4,13,31
4728,173,2,5,3,1,2,4,4,5,37,22
4727,134,3,4,3,4,4,4,4,4,10,27
4726,61,3,4,2,4,1,2,3,3,25,41
4725,200,3,1,1,2,2,4,5,4,48,13
4724,188,2,4,3,2,3,2,2,4,42,31
4723,28,1,5,1,5,4,2,5,1,34,16
4722,75,3,1,4,5,1,2,5,4,39,32
4721,109,4,5,2,1,1,3,5,5,34,46
4720,196,1,3,1,4,1,4,3,5,29,1
4719,167,1,4,1,5,1,1,2,5,17,13
4718,79,4,2,2,3,3,2,2,4,50,26
4717,134,3,5,1,2,5,2,3,5,4,38
4716,131,4,5,3,1,4,3,5,5,9,13
4715,131,4,4,5,5,3,3,4,1,50,13
4714,155,3,1,4,4,3,4,3,4,22,29
4713,151,5,4,2,4,4,3,1,1,24,43
4712,87,4,2,3,2,5,5,2,4,19,6
4711,23,3,3,2,1,4,3,1,2,6,37
4710,76,4,5,2,3,5,5,3,1,31,3
4709,180,4,2,4,3,3,1,4,4,25,5
4708,41,1,1,3,2,4,5,5,1,3,13
4707,142,5,5,4,1,5,2,1,5,34,45
4706,85,1,3,4,4,4,2,2,2,30,6
4705,94,3,2,4,5,2,2,1,5,9,27
4704,52,5,3,2,3,2,3,3,1,18,26
4703,47,4,1,2,5,1,2,5,4,40,19
4702,149,3,2,4,4,4,5,3,1,7,43
4701,190,2,2,1,4,1,4,5,3,8,19
4700,94,3,1,3,5,2,1,2,3,28,42
4699,128,1,5,2,2,5,2,2,5,26,15
4698,161,2,3,2,2,1,5,3,4,35,7
4697,170,5,1,2,5,1,3,3,1,8,33
4696,180,2,5,3,1,1,3,5,3,26,19
4695,76,3,3,4,1,1,1,3,1,33,45
4694,149,4,2,2,5,2,2,2,2,13,30
4693,160,2,4,2,1,4,3,1,1,18,40
4692,100,1,1,1,1,1,5,5,3,47,8
4691,102,1,3,3,3,5,1,1,4,46,28
4690,40,5,2,2,2,3,1,2,2,45,35
4689,67,1,1,1,4,4,4,5,4,2,48
4688,96,4,3,2,3,4,3,1,4,45,50
4687,120,1,5,3,4,4,1,1,3,1,34
4686,59,5,3,4,4,3,4,1,1,33,24
4685,17,4,4,5,4,4,2,4,4,3,32
4684,70,5,3,1,5,2,1,2,1,47,29
4683,108,2,3,1,1,2,4,4,3,13,18
4682,27,3,3,1,4,2,3,1,1,34,49
4681,161,4,4,1,4,4,5,2,4,3,3
4680,187,5,1,4,3,1,1,4,1,39,7
4679,121,3,3,3,2,5,4,3,3,18,22
4678,55,2,4,3,4,2,1,3,2,27,36
4677,78,1,4,2,3,4,3,3,2,14,19
4676,23,5,1,4,3,1,3,5,1,27,34
4675,147,1,5,3,4,5,3,2,3,30,34
4674,88,2,4,4,4,3,4,4,3,6,32
4673,30,5,4,1,3,4,4,5,3,23,13
4672,120,2,4,1,5,1,5,5,2,38,3
4671,126,1,5,3,5,5,4,4,5,43,46
4670,193,4,5,1,3,2,1,3,4,14,41
4669,76,2,4,3,1,3,2,5,5,3,50
4668,147,4,2,3,4,2,4,3,1,47,4
4667,175,5,3,5,2,1,5,2,3,30,15
4666,85,1,3,3,1,5,3,1,5,29,22
4665,35,5,5,4,2,1,1,1,5,49,44
4664,40,1,1,4,3,4,3,4,3,24,2
4663,108,4,1,5,4,5,3,4,2,21,48
4662,164,4,5,2,4,1,2,2,4,46,36
4661,183,4,5,1,1,5,1,5,3,23,12
4660,143,4,5,2,3,4,4,2,1,27,32
4659,119,4,5,5,5,4,2,1,5,32,40
4658,124,5,1,3,1,5,4,4,2,10,49
4657,45,4,4,5,4,3,3,5,2,40,16
4656,108,4,1,2,1,5,1,1,4,27,28
4655,70,3,4,2,5,4,3,5,3,41,13
4654,172,3,5,1,2,2,5,5,5,22,38
4653,131,3,2,5,5,3,2,4,3,3,43
4652,44,2,1,4,5,5,3,3,3,11,27
4651,110,3,2,3,3,2,1,5,5,29,42
4650,30,5,3,4,5,1,4,5,2,24,21
4649,198,1,2,3,2,1,4,1,2,26,5
4648,5,5,5,1,2,1,2,4,5,19,25
4647,62,5,4,5,4,5,1,4,5,16,10
4646,114,2,5,2,3,5,4,2,4,25,28
4645,179,5,3,1,2,2,1,3,1,39,2
4644,41,3,2,5,1,5,2,3,4,40,38
4643,38,3,1,5,5,2,5,4,1,3,48
4642,138,4,5,3,2,5,4,1,2,8,36
4641,197,4,2,1,3,3,3,5,3,29,19
4640,198,5,4,5,3,4,2,3,1,15,50
4639,33,3,1,3,4,3,3,4,2,36,3
4638,170,4,2,1,5,1,1,4,5,4,31
4637,108,4,5,4,5,4,2,4,4,11,45
4636,176,2,4,3,2,5,3,5,3,14,29
4635,116,1,5,2,1,1,2,4,3,50,30
4634,145,1,2,4,5,5,4,5,4,30,15
4633,19,3,5,1,5,5,2,4,2,31,34
4632,2,3,5,1,5,3,5,1,1,22,16
4631,85,5,2,5,5,1,1,3,4,26,29
4630,99,2,5,1,2,5,3,4,2,9,11
4629,9,5,5,3,3,4,2,4,3,50,19
4628,115,3,3,4,2,2,5,3,2,10,37
4627,74,1,5,3,2,1,3,5,4,37,29
4626,128,1,5,5,4,1,4,1,1,23,40
4625,4,5,1,5,5,5,1,5,4,32,37
4624,95,2,2,1,5,3,5,5,3,17,25
4623,72,5,5,1,5,1,5,5,1,37,17
4622,33,1,4,3,3,4,3,1,1,16,6
4621,39,3,3,5,5,2,4,4,5,35,35
4620,43,4,4,1,3,2,4,5,4,22,30
4619,197,5,3,2,1,1,3,1,2,41,31
4618,88,4,4,1,1,5,3,2,3,26,33
4617,179,1,3,1,3,3,1,1,4,15,19
4616,40,4,4,5,4,4,3,4,3,18,31
4615,108,5,1,3,5,5,2,1,4,4,49
4614,90,2,5,3,1,3,3,2,4,19,22
4613,56,2,1,1,5,3,3,1,4,18,12
4612,156,3,2,3,3,4,5,4,3,4,27
4611,107,4,5,5,4,3,4,4,2,12,37
4610,118,4,2,3,4,2,4,3,1,14,5
4609,135,3,1,5,1,3,1,2,3,31,6
4608,26,2,2,3,2,4,4,3,5,42,22
4607,157,5,3,4,2,1,4,3,5,37,48
4606,84,5,1,3,2,3,5,3,2,41,16
4605,142,1,3,5,2,1,1,2,3,22,42
4604,146,1,2,3,5,3,3,2,1,44,14
4603,80,4,4,3,5,4,3,2,4,29,46
4602,162,1,4,2,1,5,3,4,5,41,48
4601,143,2,1,1,1,2,2,2,3,37,35
4600,131,2,2,2,5,5,1,4,4,21,34
4599,167,5,3,4,2,1,2,4,5,27,20
4598,144,4,2,5,4,4,5,5,1,9,9
4597,10,1,1,4,5,4,3,3,2,47,14
4596,89,5,2,4,1,5,5,1,3,35,9
4595,120,5,3,2,4,1,1,2,2,49,7
4594,133,4,3,2,2,2,2,2,1,22,15
4593,161,1,5,4,5,3,1,5,1,35,18
4592,113,4,5,2,3,4,2,3,4,3,32
4591,169,3,5,1,3,4,1,1,2,38,23
4590,53,3,1,5,2,4,2,2,4,28,15
4589,178,3,4,2,3,3,2,2,1,2,3
4588,173,3,5,3,3,4,1,4,1,3,19
4587,38,4,5,5,3,3,3,1,1,13,23
4586,91,2,3,1,1,4,3,2,3,15,18
4585,45,2,4,4,2,5,4,3,5,21,14
4584,162,4,5,4,2,2,3,1,1,46,44
4583,66,5,2,2,3,5,4,3,4,17,36
4582,184,4,1,3,1,4,5,4,3,22,36
4581,74,1,3,5,4,5,3,4,4,25,34
4580,129,2,4,5,5,2,1,3,5,39,22
4579,163,5,3,4,2,1,3,4,2,34,31
4578,93,1,4,2,2,1,4,1,4,26,34
4577,60,1,4,2,2,3,3,2,3,1,44
4576,57,1,3,5,2,4,3,4,1,19,24
4575,172,5,2,4,1,1,2,5,5,28,15
4574,193,2,1,4,1,3,4,3,5,13,9
4573,74,3,4,1,3,2,2,2,5,23,17
4572,71,5,4,1,4,1,1,3,4,43,13
4571,27,2,1,2,4,1,3,1,2,26,38
4570,38,4,1,2,2,3,3,3,4,20,38
4569,33,1,3,4,2,4,3,2,2,2,31
4568,79,1,1,2,2,5,3,4,1,5,12
4567,167,4,3,5,3,3,2,1,3,8,40
4566,185,5,3,1,1,2,5,2,1,18,43
4565,183,5,3,2,2,3,3,1,1,50,24
4564,120,1,1,2,1,1,2,2,1,35,15
4563,64,4,4,3,4,4,2,1,3,37,19
4562,79,4,4,4,5,1,4,1,3,47,25
4561,161,5,3,2,1,4,4,2,4,33,24
4560,95,2,4,1,2,2,4,4,5,24,28
4559,11,4,4,2,4,3,2,3,3,5,42
4558,125,1,4,2,3,3,5,2,2,3,39
4557,186,2,2,2,3,3,3,2,1,34,45
4556,43,4,5,2,4,1,3,1,1,22,35
4555,164,3,4,2,5,2,2,3,1,20,10
4554,147,3,5,4,2,2,1,4,1,46,16
4553,53,3,1,2,5,1,2,2,3,13,6
4552,142,1,1,5,2,2,4,3,1,36,43
4551,82,3,2,1,3,1,4,4,2,2,46
4550,196,2,5,5,3,1,2,4,4,32,39
4549,97,5,1,5,5,2,4,4,5,49,7
4548,93,4,1,2,1,2,3,4,3,10,45
4547,179,5,5,3,2,2,5,5,3,40,7
4546,183,5,1,2,1,2,2,2,2,2,22
4545,179,3,3,2,5,3,3,1,3,15,41
4544,44,3,5,3,1,1,2,3,2,9,4
4543,159,5,1,1,5,1,1,1,5,37,16
4542,41,4,5,3,2,2,4,3,5,42,7
4541,155,4,2,1,5,4,5,3,5,13,47
4540,32,4,4,1,2,5,1,5,1,33,37
4539,108,5,2,4,1,5,2,1,3,16,18
4538,49,3,5,3,3,3,5,3,3,38,2
4537,116,4,1,3,2,2,1,1,3,40,16
4536,78,4,2,1,2,1,4,2,5,11,23
4535,112,5,2,4,5,4,4,1,1,27,37
4534,113,4,4,3,2,5,3,1,3,39,14
4533,3,1,2,3,3,4,1,2,1,11,35
4532,31,2,4,1,2,1,5,3,4,12,19
4531,81,2,4,5,2,5,5,1,3,47,21
4530,149,2,4,5,1,1,2,2,3,9,10
4529,34,4,4,5,4,4,5,3,2,49,21
4528,84,4,2,2,1,5,2,5,3,7,20
4527,188,1,2,3,3,4,5,4,1,38,22
4526,193,2,1,3,1,5,3,2,1,20,10
4525,9,2,5,3,4,3,3,2,5,30,29
4524,30,5,5,1,1,2,3,2,3,32,5
4523,57,5,1,5,4,4,5,1,2,5,38
4522,7,4,2,1,3,2,2,2,3,20,11
4521,80,3,3,2,3,1,3,3,3,45,18
4520,7,2,5,4,2,3,4,3,3,21,50
4519,72,5,3,1,3,1,5,5,2,30,31
4518,40,5,4,1,4,1,1,2,3,37,46
4517,16,1,1,5,2,4,2,1,3,34,21
4516,52,3,3,2,5,2,1,2,1,16,48
4515,102,5,3,5,5,1,1,3,4,17,13
4514,159,3,5,1,3,3,4,3,5,19,48
4513,193,4,3,1,5,1,1,4,4,39,24
4512,164,4,3,5,2,1,3,1,4,16,39
4511,153,3,3,1,2,3,3,3,4,7,9
4510,122,4,5,4,2,2,3,1,3,13,46
4509,130,1,4,4,3,5,1,3,3,40,19
4508,187,3,2,2,5,3,1,2,5,33,5
4507,21,2,4,2,1,2,1,3,2,49,18
4506,110,4,1,3,3,1,1,5,3,16,14
4505,136,1,4,3,2,4,5,4,5,5,23
4504,49,2,3,2,1,2,3,1,1,29,35
4503,104,2,5,5,3,3,3,5,2,36,4
4502,88,3,2,3,4,5,3,2,4,28,33
4501,157,1,4,1,1,2,4,4,3,45,39
4500,115,2,1,5,4,1,4,4,2,13,24
4499,98,5,4,4,5,2,1,3,4,40,18
4498,183,1,5,1,1,2,1,3,3,47,8
4497,18,4,4,2,2,2,4,2,3,29,25
4496,151,4,1,4,2,4,2,2,5,16,23
4495,13,5,3,5,5,2,2,5,4,14,18
4494,190,3,4,2,5,4,5,1,3,1,28
4493,132,3,2,4,2,5,2,3,2,43,20
4492,79,5,2,4,4,1,5,1,4,31,38
4491,155,3,5,4,4,4,1,2,5,13,15
4490,85,1,3,1,4,5,4,1,5,33,47
4489,196,3,3,1,1,3,4,2,1,2,39
4488,70,5,1,3,2,1,4,4,4,5,5
4487,9,3,5,1,3,2,4,5,2,1,28
4486,174,4,1,5,4,4,1,2,3,14,13
4485,120,1,4,3,1,4,3,4,5,26,45
4484,115,4,3,1,5,2,4,1,3,19,46
4483,190,1,4,1,5,4,4,3,3,42,46
4482,50,1,5,1,4,4,3,2,1,37,50
4481,86,4,4,3,1,4,5,3,5,15,39
4480,26,1,1,5,2,4,5,3,2,6,37
4479,48,3,3,1,4,1,5,3,4,18,3
4478,171,2,4,3,2,4,3,3,2,30,44
4477,49,1,5,1,3,5,1,3,1,28,35
4476,179,4,5,3,2,4,1,4,4,49,49
4475,24,1,5,4,3,4,1,4,2,13,9
4474,163,2,3,4,4,1,5,4,3,19,25
4473,84,3,4,5,3,4,1,3,4,10,39
4472,131,1,5,3,1,3,4,5,5,7,8
4471,1,1,4,5,5,1,5,3,1,16,13
4470,55,5,1,4,4,2,2,1,1,18,7
4469,138,4,1,4,5,1,5,2,5,44,44
4468,69,4,4,4,3,1,5,1,1,4,48
4467,155,3,5,2,2,1,1,5,2,45,32
4466,139,3,2,1,1,5,4,1,2,20,21
4465,69,2,2,1,5,4,5,1,4,41,8
4464,172,5,3,1,1,1,4,1,5,17,41
4463,54,1,3,1,5,5,4,2,3,29,44
4462,29,5,5,3,3,4,5,1,5,26,43
4461,72,1,3,1,2,2,1,5,2,31,1
4460,98,5,1,3,1,3,3,2,2,22,24
4459,70,4,5,2,1,4,5,3,4,42,10
4458,161,3,5,1,1,3,1,5,2,42,13
4457,125,2,3,2,1,3,4,3,1,8,10
4456,196,1,3,4,1,1,1,1,3,10,36
4455,199,2,3,3,3,4,4,1,5,9,40
4454,199,2,4,5,1,4,3,3,5,18,50
4453,100,1,4,5,4,2,1,3,4,25,10
4452,74,2,1,1,2,5,1,1,5,12,22
4451,186,3,5,4,1,3,3,5,4,39,48
4450,162,3,5,2,2,2,5,2,2,11,24
4449,48,1,4,5,2,2,5,4,2,2,19
4448,66,5,4,5,1,1,4,3,1,40,11
4447,196,5,3,3,3,4,4,1,1,36,45
4446,89,2,5,4,5,2,2,3,2,32,6
4445,134,3,4,4,2,2,2,3,4,21,31
4444,77,4,2,3,5,4,4,1,2,15,11
4443,9,5,4,5,5,4,3,1,5,46,27
4442,144,1,4,2,5,5,1,2,5,42,38
4441,44,4,3,5,1,1,3,4,1,35,44
4440,59,5,3,5,3,3,5,5,5,17,33
4439,49,3,5,4,1,3,1,3,2,50,34
4438,41,2,1,2,4,2,2,1,2,44,28
4437,200,3,1,4,2,5,3,5,4,42,47
4436,57,1,1,2,2,4,3,1,4,48,45
4435,120,3,2,4,2,2,4,3,4,30,22
4434,57,5,2,2,3,4,3,1,1,26,12
4433,124,4,3,1,2,4,3,1,1,22,42
4432,38,1,3,2,4,2,1,3,4,19,14
4431,120,5,5,3,4,3,4,3,1,8,12
4430,182,2,1,4,4,1,1,5,5,31,31
4429,154,1,1,2,5,3,2,1,1,2,15
4428,93,3,4,4,3,1,4,2,1,6,48
4427,36,5,3,4,3,1,1,1,1,5,8
4426,134,4,2,3,4,5,1,3,3,33,36
4425,141,3,1,1,2,1,1,3,4,19,17
4424,126,2,5,2,2,3,5,5,3,14,44
4423,196,4,2,5,1,1,5,1,1,1,14
4422,111,4,1,5,2,4,5,5,1,19,17
4421,129,5,1,3,2,4,1,1,4,38,1
4420,126,2,4,1,2,3,2,3,5,22,18
4419,53,2,1,4,2,1,5,5,1,38,21
4418,57,1,3,4,5,2,4,1,3,39,41
4417,198,1,5,5,3,1,1,5,5,34,39
4416,191,5,5,1,5,3,5,1,3,16,6
4415,26,5,1,5,2,2,1,3,3,15,3
4414,170,5,5,2,5,5,1,2,2,41,32
4413,57,3,5,2,3,1,1,5,2,37,3
4412,118,5,4,5,5,5,2,5,3,37,43
4411,162,4,1,5,5,5,2,5,3,40,12
4410,159,3,3,1,3,3,2,2,3,40,47
4409,14,1,1,1,3,1,5,5,2,3,19
4408,100,2,5,3,4,2,1,3,5,34,36
4407,12,5,4,2,1,5,5,4,4,49,2
4406,197,2,3,1,1,2,3,2,1,19,38
4405,104,4,2,1,3,5,1,2,5,21,46
4404,56,5,3,3,2,4,3,3,4,11,44
4403,1,1,4,2,1,4,3,4,2,25,12
4402,176,5,5,2,2,2,4,1,2,4,42
4401,163,2,5,5,1,3,1,3,2,3,4
4400,34,1,5,1,5,5,1,1,1,1,16
4399,128,4,1,5,3,4,4,1,4,12,26
4398,106,5,3,3,3,2,2,5,2,26,1
4397,2,3,1,1,1,3,5,1,5,31,4
4396,51,2,5,4,5,3,3,5,2,31,16
4395,52,3,3,2,4,4,5,2,2,41,50
4394,162,1,4,2,3,5,4,3,2,38,12
4393,119,2,3,3,5,3,4,5,1,30,15
4392,10,4,3,2,4,3,1,3,5,38,23
4391,157,3,2,4,4,5,4,4,5,29,36
4390,155,1,4,4,4,1,4,4,2,47,28
4389,83,2,1,4,5,4,3,3,4,40,38
4388,34,4,2,1,4,4,5,2,5,38,24
4387,156,4,3,2,5,1,2,4,2,28,49
4386,5,4,4,2,1,2,2,1,3,39,41
4385,4,4,2,1,3,1,2,3,1,6,47
4384,178,4,1,2,2,4,5,5,3,50,41
4383,88,4,2,4,1,4,5,5,4,6,44
4382,134,1,2,2,2,2,2,3,4,10,21
4381,8,2,1,5,5,1,1,1,4,6,44
4380,91,5,1,2,3,2,2,4,2,1,47
4379,110,1,4,1,4,4,3,1,5,24,28
4378,140,1,3,4,1,1,3,2,3,16,5
4377,46,4,1,1,1,1,2,3,3,48,42
4376,34,5,2,5,5,5,4,3,5,50,46
4375,73,5,4,5,1,4,2,5,1,43,11
4374,68,5,1,2,4,2,5,4,4,13,11
4373,70,4,1,1,5,4,4,4,4,30,31
4372,182,3,1,2,5,1,2,2,3,23,44
4371,64,3,5,5,5,1,1,5,1,32,4
4370,98,3,4,1,2,4,3,3,1,38,28
4369,39,2,1,1,5,5,5,5,2,23,48
4368,153,5,2,5,5,1,2,2,5,13,28
4367,8,4,3,3,2,1,3,3,3,26,43
4366,142,4,3,2,4,4,2,5,4,25,13
4365,141,5,2,2,2,2,1,4,4,19,1
4364,115,3,3,1,4,3,2,2,1,28,2
4363,171,1,2,5,1,1,1,4,4,40,41
4362,135,4,2,1,1,4,5,3,2,29,46
4361,65,2,1,4,1,5,2,1,2,36,27
4360,10,2,3,3,1,3,5,1,1,42,20
4359,93,1,4,1,5,5,5,5,2,31,43
4358,160,5,3,5,3,5,5,4,4,32,29
4357,133,3,4,4,5,4,1,2,1,5,17
4356,35,1,1,2,3,5,1,5,4,43,29
4355,55,4,4,3,3,2,2,4,1,39,30
4354,149,5,1,1,3,3,3,2,2,23,36
4353,76,2,1,5,5,3,4,3,4,44,38
4352,190,2,1,4,5,4,5,2,3,17,9
4351,107,4,4,4,2,1,3,1,1,35,11
4350,20,5,4,4,3,4,4,4,1,48,50
4349,121,2,2,3,5,4,3,5,1,14,42
4348,93,5,5,1,1,5,1,3,3,6,44
4347,134,2,4,1,2,1,5,3,3,35,8
4346,94,4,4,4,1,2,5,3,3,26,5
4345,49,5,5,5,1,1,3,1,2,37,41
4344,197,4,1,1,1,4,5,2,2,9,44
4343,156,2,1,5,2,3,5,3,5,40,38
4342,124,1,5,3,5,4,1,1,2,28,8
4341,24,3,2,5,5,2,3,3,5,15,1
4340,168,4,2,4,5,3,4,1,1,43,49
4339,190,5,4,4,5,3,3,2,1,2,38
4338,143,3,3,5,2,3,1,5,5,43,18
4337,141,5,5,2,1,2,4,5,4,36,40
4336,164,1,5,4,5,4,3,5,2,19,50
4335,77,5,5,2,4,2,1,4,3,5,25
4334,101,5,5,4,5,1,3,3,4,32,15
4333,110,2,1,4,4,1,5,1,5,38,30
4332,8,1,3,1,3,4,4,3,3,46,45
4331,38,5,5,3,3,3,1,5,5,7,39
4330,181,1,1,4,2,1,5,5,2,15,25
4329,22,5,3,4,2,1,2,1,5,8,28
4328,159,2,3,3,3,2,1,4,3,14,18
4327,43,5,2,3,5,1,1,2,3,7,9
4326,194,4,5,2,4,5,1,3,2,10,36
4325,48,5,3,5,4,1,2,2,4,8,46
4324,50,2,4,5,5,3,3,2,2,49,11
4323,64,3,3,2,1,4,3,2,3,42,33
4322,74,2,1,4,3,3,2,4,4,3,33
4321,117,1,1,2,3,5,2,4,3,2,15
4320,61,2,3,1,3,1,1,2,3,23,41
4319,188,4,5,1,3,1,2,2,1,9,9
4318,65,1,1,1,5,4,1,1,5,23,23
4317,168,4,4,5,5,5,1,5,3,23,48
4316,199,1,2,5,2,3,2,5,2,18,29
4315,68,4,4,2,4,4,2,3,1,16,25
4314,193,5,3,2,2,5,3,2,2,43,22
4313,106,2,1,1,2,5,5,1,3,42,13
4312,4,5,2,3,4,4,3,4,5,25,14
4311,18,5,4,2,4,4,3,4,4,47,32
4310,73,4,4,3,3,1,1,3,3,38,5
4309,66,4,1,1,3,3,5,4,2,20,7
4308,85,1,2,5,3,1,5,3,1,43,40
4307,10,5,5,2,1,3,3,3,2,6,48
4306,174,3,2,2,5,1,1,3,5,15,26
4305,9,4,3,5,1,5,3,2,1,3,37
4304,5,3,1,5,2,3,4,4,2,49,11
4303,99,2,4,5,5,2,2,1,2,4,45
4302,197,1,3,2,5,4,2,4,5,8,39
4301,133,5,1,3,2,1,5,4,3,27,30
4300,146,3,4,2,5,4,2,5,5,30,45
4299,43,1,2,5,3,1,1,5,2,27,38
4298,50,5,4,2,5,5,5,3,1,18,17
4297,5,1,1,1,5,2,4,5,2,36,16
4296,153,4,4,3,5,4,2,4,3,13,25
4295,190,4,1,2,4,2,3,1,3,33,50
4294,179,5,3,5,1,3,3,3,1,21,8
4293,41,2,2,5,4,3,2,1,1,44,32
4292,21,5,2,5,2,5,3,2,4,17,24
4291,143,1,1,1,1,3,2,2,4,33,31
4290,99,2,2,1,5,4,2,3,2,34,18
4289,139,5,4,4,3,1,2,3,2,42,22
4288,102,4,5,4,3,2,4,2,2,32,44
4287,14,5,4,3,4,2,1,1,5,8,4
4286,15,5,3,2,4,3,1,2,2,2,7
4285,17,5,2,3,4,4,1,3,3,21,47
4284,18,2,2,1,1,4,3,5,4,35,44
4283,54,3,5,4,5,2,1,2,5,50,47
4282,67,5,1,3,4,1,2,2,4,14,1
4281,155,5,1,5,4,4,3,4,3,1,34
4280,158,5,4,1,2,2,1,2,5,16,37
4279,50,2,3,5,1,4,5,1,1,18,5
4278,66,4,2,3,4,4,2,1,5,37,41
4277,173,3,1,4,2,3,3,4,4,13,36
4276,87,1,3,1,1,3,2,2,1,44,11
4275,192,4,5,2,5,2,2,3,5,44,21
4274,199,4,3,3,1,5,5,3,2,48,4
4273,117,4,3,3,4,4,4,5,5,39,9
4272,172,1,4,5,1,3,4,5,4,22,41
4271,6,4,4,3,4,1,1,3,1,41,16
4270,63,1,2,1,1,5,2,1,1,26,43
4269,123,5,5,1,1,1,2,3,5,8,45
4268,142,3,2,2,5,1,5,1,4,31,11
4267,118,2,1,5,3,1,2,1,4,48,47
4266,199,2,2,2,2,3,3,3,4,46,33
4265,129,5,3,5,5,5,5,3,4,1,30
4264,37,4,3,3,5,2,3,5,3,19,17
4263,141,1,2,1,4,5,3,2,3,6,32
4262,8,4,1,2,4,5,1,1,2,12,13
4261,12,2,1,5,4,2,1,4,3,26,44
4260,143,4,1,1,4,5,4,1,1,28,45
4259,107,2,3,2,4,1,2,1,4,19,5
4258,152,1,2,1,3,2,4,4,4,27,7
4257,106,5,4,5,4,1,5,4,3,12,17
4256,196,4,3,4,5,3,3,2,4,13,30
4255,193,5,2,3,3,4,5,2,5,13,18
4254,19,2,1,3,4,3,5,4,3,6,33
4253,145,4,3,2,3,2,5,5,2,22,43
4252,49,2,1,1,4,4,4,3,1,10,35
4251,90,4,5,2,2,1,5,4,4,47,10
4250,70,2,5,4,1,3,2,5,5,10,29
4249,139,1,3,5,4,2,5,5,3,29,17
4248,128,5,3,2,2,4,1,2,3,14,17
4247,17,4,2,5,2,5,2,4,5,17,19
4246,146,3,4,5,2,3,2,2,5,48,11
4245,47,2,2,2,2,1,5,3,4,33,27
4244,37,2,5,5,4,4,3,3,5,21,41
4243,150,5,1,1,2,5,4,1,5,46,37
4242,14,2,1,2,4,3,4,1,1,6,3
